cardcode;calldate;Result;ShortComment;LongComment;Found;Interest
A.04237;20/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ  ΠΑΙΡΝΕΙ ΕΛΑΧΙΣΤΑ ΠΡΑΓΜΑΤΑ ΑΠΟ ΕΝΑΝ ΕΜΠΟΡΟ ΚΑΙ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΑ\ ΕΧΕΙ ΚΑΤΑΛΟΓΟ ΜΕ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ,;1;-1
A.04067;20/9/2019;Ενημέρωση;Άλλο;ΤΗΛΕΦΩΝΟ ΑΠΟ ΟΚΤΩΒΡΗ ΠΡΟΣ ΤΟ ΠΑΡΩΝ ΔΕΝ ΕΝΔΙΑΦΕΡΟΝΤΑΙ;1;-1
A.00422;20/9/2019;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΤΗ΄Λ.;0;
A.05429;20/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΕΣ Ο ΥΠΕΥΘΥΝΟΣ ΠΟΥ ΣΥΝΕΡΓΑΖΕΤΑΙ ΚΑΙ ΣΤΗΝ ΜΥΚΟΝΟ ΜΕ ΤΗΝ ΙΔΙΑ ΕΠΩΝΥΜΙΑ 2289026206 Κος Μαριος προς το παρων δεν ενδιαφερεται,;1;-1
A.00681;20/9/2019;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΤΗΛ.;0;
A.00328;20/9/2019;Ενημέρωση;Επανάκληση;ΔΙΝΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΤΗΛ ΚΑΘΕ 15 ΗΜ;1;0
A.06424;20/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΙΝΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΖΕΤΑΙ ΠΑΡΑΓΓΕΛΙΑ';1;-1
A.06117;20/9/2019;Ενημέρωση;Άλλο;ΕΙΝΑΙ ΚΑΦΕ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΠΡΟΣ ΤΟ ΠΑΡΩΝ;1;-1
A.00412;20/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΣΥΝΕΡΓΑΖΟΤΑΝ ΠΑΛΙΑ ΜΕ ΤΗΝ ΕΤΑΙΡΕΙΑ ΜΑΣ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΓΙΑ ΝΑ ΞΑΝΑ ΔΕΙ ΤΑ ΠΡΟΙΟΝΤΑ,;1;0
A.00542;20/9/2019;Ενημέρωση;Ανταγωνισμός;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ;0;
A.00398;20/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΒΑΛΑΡΗ ΚΑΙ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΜΕ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ ;1;0
A.03680;24/9/2019;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΤΗΛ;0;
A.03599;24/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΠΡΟΣ ΤΟ ΠΑΡΩΝ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ  ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΝΑ ΕΝΗΜΕΡΩΘΕΙ.;1;0
A.05698;24/9/2019;Ενημέρωση;;ΔΕΝ ΕΧΕΙ ΤΗΛ.;0;
A.00809;24/9/2019;Ενημέρωση;Επανάκληση;ΘΑ ΠΑΡΑΓΕΕΛΕΙ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ,;1;0
A.05466;24/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΨΩΝΙΖΕΙ ΑΠΟ ΜΑΝΟ ΑΛΛΑ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΓΙΑ ΝΕΑ ΠΡΟΙΟΝΤΑ;1;0
A.06520;24/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΝΗΜΕΡΩΝΕΤΑΙ ΑΠ ΤΟΝ ΠΥΡΡΟ.;1;-1
A.06500;24/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΨΩΝΙΖΕΙ ΑΠΟ ΠΥΡΡΟ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΠΡΟΙΟΝΤΩΝ,;1;0
A.04295;24/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΝΗΜΕΡΩΝΕΤΑΙ ΑΠΟ ΤΟΝ ΠΥΡΡΟ.;1;-1
A.03175;24/9/2019;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ.;0;
A.04299;24/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΝΗΜΕΡΩΝΕΤΑΙ ΜΟΝΟ ΑΠΟ ΠΥΡΡΟ,;1;-1
A.00688;24/9/2019;Ενημέρωση;Επανάκληση;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΘΕΛΕΙ ΝΑ ΤΟΝ ΠΑΙΡΝΟΥΜΕ ΤΗΛ ΚΑΘΕ 15 ΗΜ.;1;0
A.04144;24/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΤΟΝ ΒΟΥΔΡΗ ΚΑΙ ΕΝΗΜΕΡΩΝΕΤΑΙ  ΜΟΝΟ ΑΠΟ ΕΚΕΙΝΟΝ .. ;1;-1
A.04149;24/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ ΑΠΟ ΤΟΝ ΕΜΠΟΡΟ ΔΕΝ ΧΡΕΙΑΖΕΤΑΙ ΚΑΤΙ ΑΛΛΟ, ;1;-1
A.03683;26/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΤΩΡΑ ΓΙΑ ΚΑΤΙ ΕΝΗΜΕΡΩΝΕΤΑΙ ΑΠΟ ΜΑΝΟ;1;-1
A.04094;26/9/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΔΝΙΑΦΕΡΤΑΙ;1;-1
A.04966;26/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΠΥΡΡΟ ΚΑΙ ΕΝΗΜΕΡΩΝΕΤΑΙ ΜΟΝΟ ΑΠΟ ΕΚΕΙΝΟΝ;1;-1
A.04117;26/9/2019;Αρνητική Τοποθέτηση;Ανταγωνισμός;ΔΕΝ ΣΥΝΕΡΓΑΖΕΤΑΙ ΜΑΖΙ ΜΑΣ,;1;-1
A.00468;26/9/2019;Ενημέρωση;Επανάκληση;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ , ΤΗΛ ΚΑΘΕ 15 ΗΗΜ;1;0
A.06111;26/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΑΝ ΧΡΕΑΣΤΕΙ ΠΑΡΑΓΓΕΛΙΑ;1;0
A.00469;26/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ.;1;0
A.04182;26/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΠΡΟΜΗΘΕΥΕΤΑΙ ΑΠΟ ΚΕΙΜΠΙΝΟ ΔΕΝ ΧΡΕΙΑΖΕΤΑΙ  ΚΑΤΙ. ;1;-1
A.06499;26/9/2019;Ενημέρωση;Άλλο;ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΤΩΡΑ,;1;-1
A.06522;27/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΟΤΑΝ ΧΡΕΙΑΖΕΤΑΙ ΚΑΤΙ;1;-1
A.04184;27/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΨΩΝΙΖΕΙ ΑΠΟ ΒΟΥΡΔΗ  ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΠΡΟΙΟΝΤΩΝ,;1;0
A.06320;27/9/2019;Ενημέρωση;Επανάκληση;ΔΙΝΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΖΕΤΑΙ ΚΑΤΙ  ΘΕΛΕΙ ΤΗΛ ΚΑΘΕ 15 ΗΜ,;1;0
A.04520;27/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΜΙΛΑΕΙ ΚΑΤΕΥΘΕΙΑΝ ΜΕ ΔΗΜΗΤΡΙΑΔΗ ΚΑΙ ΕΝΗΜΕΡΩΝΕΤΑΙ ΑΠΟ ΕΚΕΙΝΟΝ ΓΙΑ ΟΤΙ ΧΡΕΙΑΖΕΤΑΙ,;1;-1
A.03394;27/9/2019;Ενημέρωση;;EINAI ΤΟ ΠΡΑΤΗΡΙΟ ΚΑΙ ΔΙΝΟΥΝ ΠΑΡΑΓΓΕΛΙΑ ΜΟΝΟ ΑΠΟ ΚΕΝΤΡΙΚΑ.;0;
A.01378;27/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ,;1;-1
A.01473;27/9/2019;Ενημέρωση;Επανάκληση;ΕΔΩΣΕ ΣΤΟΝ ΠΩΛΗΤΗ ΠΑΡΑΓΓΕΛΙΑ  ΚΑΙ ΘΕΛΕΙ ΚΑΘΕ 15 ΗΜΕΡΕΣ ΤΗΛ;1;1
A.01479;27/9/2019;Ενημέρωση;Κατάλογος προϊόντων;ΕΧΕΙ ΑΛΛΑΞΕΙ ΕΠΩΝΥΜΙΑ ΚΑΙ ΔΕΝ ΥΠΑΡΧΕΙ ΠΛΕΟΝ Η ΕΠΙΧΕΙΡΗΣΗ ΤΑ ΝΕΑ ΣΤΟΙΧΕΙΑ ΕΙΝΑΙ ΜΠΑΝΟ ΑΛΕΞΑΝΔΡΟΣ ΚΑΙ ΕΙΝΑΙ ΑΡΤΟΖΑΧΑΡΟΠΛΑΣΤΕΙΟ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΜΕ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ.;1;0
A.06764;30/9/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ,;1;0
A.03655;30/9/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΚΑΠΕΛΟ ΧΡΗΣΤΟ ΕΙΝΑΙ ΕΝΗΜΕΡΩΜΕΝΟΣ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ  ΘΑ ΣΤΕΙΛΟΥΜΕ ΚΑΙ ΚΑΤΑΛΟΓΟ\;1;0
A.05026;1/10/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΕΡΔΑ ΚΙΑ ΕΝΗΜΕΡΩΝΕΤΑΙ ΑΠΟ ΤΟΝ ΠΩΛΗΤΗ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ,;1;-1
A.05645;1/10/2019;Παραγγελία;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΕΡΔΑ  ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΜΕ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΕΝΑ P,FIESTA CORN.;1;1
A.05124;1/10/2019;Ενημέρωση;;ΔΕΝ ΕΧΕΙ ΤΗΛ;0;
A.06055;1/10/2019;Ενημέρωση;Κατάλογος προϊόντων;ΕΙΝΑΙ ΚΡΕΠΕΡΙ ΘΕΛΕΙ ΚΑΤΑΛΟΓΟ ΠΡΟΙΟΝΤΩΝ ;1;0
A.04485;1/10/2019;Ενημέρωση;Ανταγωνισμός;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ,;1;-1
A.06053;1/10/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΜΟΝΟ ΑΠΟ ΡΟΥΝΤΑ,;1;-1
A.05054;1/10/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΛΕΤΤΑ ΜΟΝΟ  ;1;-1
A.01239;7/10/2019;Ενημέρωση;Επανάκληση;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΕΛΟΣ ΕΒΔΟΜΑΔΑΣ;1;0
A.01767;4/9/2019;Παραγγελία Δείγματος;Επανάκληση;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΝΕΑ ΠΡΟΙΟΝΤΑ ΚΑΙ ΕΠΙΘΥΜΕΙ ΔΕΙΓΜΑ ΓΙΑ ΖΕΣΤΗ ΚΡΕΜΑ ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ ΚΑΙ ΝΕΟ ΚΑΤΑΛΟΓΟ, ΠΑΙΡΝΕΙ ΗΔΗ ΚΡΕΜΑ ΑΠΟ GREDIN ΚΑΙ ΘΕΛΕΙ Ο ΠΩΛΗΤΗΣ ΜΑΖΙ ΜΕ ΤΕΧΝΙΚΟ ΝΑ ΠΕΡΑΣΟΥΝ ΑΠ Τ Ο ΜΑΓΑΖΙ.;1;0
A.01239;14/10/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;;1;-1
A.03934;17/10/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;;1;-1
A.00851;17/10/2019;Ενημέρωση;;δινει παραγγελία οταν χρειαζεται ο ιδιος ;1;-1
A.01223;24/10/2019;Ενημέρωση;Επανάκληση;τηλ καθε 15 ημερες;0;
A.01239;29/10/2019;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ,;1;0
A.00688;5/11/2019;Τοποθετηση;Επανάκληση;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ TWIN CHOCO ,BINACA GR KAI NEO ΠΡΟΙΟΝ CHOCOLATIER DELICECOVER CHOCO,;1;1
A.01239;5/11/2019;Αλλο;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΠΡΟΙΟΝΤΑ ΜΑΣ ΓΙΑ ΚΑΠΟΙΟ ΔΙΑΣΤΗΜΑ;1;-1
A.04465;5/11/2019;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.00855;5/11/2019;Παραγγελία;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ 1 SALTY CARAMEL;1;1
A.00468;6/11/2019;Παραγγελία;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ 2PRINCESS KAI 2 PRINCELUX,;1;1
A.01473;8/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα δωσει παραγγελια την αλλη εβδομαδα;1;0
A.06764;8/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.00855;20/11/2019;Ενημέρωση;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03596;20/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03912;20/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;1;1
A.02224;20/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01950;22/11/2019;Παραγγελία;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ 1 bECAHMEL KASERI;1;1
A.01767;26/11/2019;Ενημέρωση;Άλλο;δεν ενδιαφερεται για παραγγελια.;1;-1
A.05475;26/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;δινει παραγγελια ΜΟΝΟ στον ΠΥΡΡΟ;1;-1
A.04023;26/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΕΧΘΕΣ ΣΤΟΝ ΠΩΛΗΤΗ ΠΟΥ ΠΕΡΑΣΕ.;1;1
A.04465;26/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ.;1;-1
A.01653;26/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΟΝΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ.;1;-1
A.03996;26/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΘΑ ΔΩΣΟΥΝ ΠΑΡΑΓΓΕΛΙΑ ΟΙ ΙΔΙΟΙ ΣΤΟΝ ΝΟΥΣΗ;1;-1
A.01775;26/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ;1;-1
A.06446;26/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΟΥΝ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.03972;26/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.03983;26/11/2019;Ενημέρωση;Άλλο;ΠΡΟΣ ΤΟ ΠΑΡΟΝ ΔΦΕ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01681;26/11/2019;Παραγγελία;Αντιπρόσωπος μόνο;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΜΕΣΩ ΝΟΥΣΗ ΓΙΑ ΜΑΜΑS ΜΕ 10 κιλο ανευ;1;1
A.04193;26/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;εδωσε ο ιδιος παραγγελια στον ΝΟΥΣΗ ΧΡ.;1;1
A.06377;26/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΤΩΡΑ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ Θ ΔΩΣΕΙ Η ΙΔΙΑ;1;-1
A.04797;26/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ,;1;-1
A.06566;26/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΣΕΙ ΠΑΡΑΓΓΕΛΙΑ CARLEX SPRAY OTAN ΧΡΕΙΑΣΤΕΙ,;1;-1
A.00901;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΤΗΛ ΕΠΙΚΟΙΝΩΝΙΑΣ 6938871927  ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΙΑ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ ΘΑ ΔΩΣΕΙ ΣΤΟΝ ΠΩΛΗΤΗ;1;-1
A.03934;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Η ΙΔΙΑ ΠΑΡΑΓΓΕΛΙΑ;1;-1
A.00851;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΣΩΣΕΙ Ο ΙΔΙΟΣ ΣΤΟΝ ΠΩΛΗΤΗ  ΚΑΙ MAMAS ΠΑΚΕΤΟ ΠΡΟΣΦΟΡΑΣ./;1;0
A.06628;27/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΝΙΖΕΙ ΑΠΟ ΕΡΔΑ  ΕΧΕΙ ΕΔΡΑ ΣΤΗΝ ΑΜΦΙΛΟΧΙΑ,;1;-1
A.00855;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα σωσει ο ιδιος παραγγελια ειναι ενημερωμενος για το πακετο mamas;1;-1
A.04623;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ  ΔΙΝΕΙ ΟΤΑΝΑ ΧΡΕΙΑΖΕΤΑΙ ΤΟ MAMAS MΑΛΛΟΝ ΔΕΝ ΘΑ ΤΟ ΞΑΝΑΧΡΕΙΑΣΤΟΥΝ;1;-1
A.04734;27/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.03596;27/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΠΑΡΑΓΓΕΙΛΕΙ MAMAS CAKΕ ΑΠΟ ΒΑΛΑΡΗ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΤΟΥ ΑΡΕΣΕ ΤΟ tWIN CHOCO κΑΙ ΘΑ ΕΠΙΚΟΙΚΩΝΗΣΕΙ ΜΑΖΙ ΜΑΣ ΑΝ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;1;0
A.03911;27/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΚΕΙΜΠΙΝΟ  ΟΚ.;1;-1
A.03912;27/11/2019;Τοποθετηση;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ 1 ZELLA PIZZA (NEA ΤΟΠΟΘΕΤΗΣΗ);1;1
A.01050;27/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΚΕΙΜΠΙΝΟ ΜΟΝΟ;1;-1
A.03711;27/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ,;1;-1
A.05344;28/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ;1;-1
A.06184;28/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ,;1;-1
A.05660;28/11/2019;Ενημέρωση;Επανάκληση;ΘΑ ΜΕΛΕΤΗΣΕΙ ΠΑΛΙ ΤΟΝ ΚΑΤΑΟΓΟ ΚΑΙ ΜΑΛΛΟΝ ΘΑ ΨΩΝΙΣΕΙ ΠΡΙΝ ΤΑ ΧΡΙΣΤΟΥΓΕΝΝΑ, ΕΣΤΕΙΛΑ ΚΑΙ ΚΑΤΑΛΟΓΟ ΗΛΕΚΤΡΟΝΙΚΑ,;1;0
A.05488;28/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΘΑ ΠΑΡΕΙ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ ΑΠΟ ΑΝΤΩΝΙΟΥ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΑΠΟ ΕΜΑΣ,;1;-1
A.02161;28/11/2019;Ενημέρωση;Άλλο;δεν ενδιαφερεται;1;-1
A.02134;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα δωσει η ιδια αν χρειαστει κατι;1;-1
A.02126;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα δωσει παραγγελια την αλλη εβδομαδα για τσουρεκι,;1;0
A.02210;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα δωσει παραγγελια την αλλη εβδομαδα;1;0
A.03101;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;θα δωσει παραγγελια ο ιδιος αυριο κια για mamas προσφορα.;1;0
A.05777;28/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ,;1;-1
A.06570;28/11/2019;Παραγγελία;Επανάκληση;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΕΝΑ PROZYL PASTE;1;1
A.01251;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.06361;28/11/2019;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ,;1;0
A.01255;28/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;1;-1
A.03841;28/11/2019;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΥΡΟ;1;1
A.05444;28/11/2019;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ,;1;-1
A.04079;2/12/2019;Ενημέρωση;Αντιπρόσωπος μόνο;δεν ενδιαφερεται για παραγγελια θα δωσει την αλλη εβδομαδα στον ΚΑΠΕΛΛΟ;1;0
A.00568;2/12/2019;Παραγγελία;Επανάκληση;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ;1;1
